Korg,Pa4x,Drum,Drum Filter Cutoff,Controls drum filter cutoff in Song Play/Sequencer mode,,,0,127,20,0-127,0,127,0-based,"Song Play/Sequencer mode only; LSB=drum number (0-127); 64=No change",0-127: Filter cutoff
Korg,Pa4x,Drum,Drum Filter Resonance,Controls drum filter resonance in Song Play/Sequencer mode,,,0,127,21,0-127,0,127,0-based,"Song Play/Sequencer mode only; LSB=drum number (0-127); 64=No change",0-127: Resonance
Korg,Pa4x,Drum,Drum EG Attack Time,Controls drum envelope attack time in Song Play/Sequencer mode,,,0,127,22,0-127,0,127,0-based,"Song Play/Sequencer mode only; LSB=drum number (0-127); 64=No change",0-127: Attack time
Korg,Pa4x,Drum,Drum EG Decay Time,Controls drum envelope decay time in Song Play/Sequencer mode,,,0,127,23,0-127,0,127,0-based,"Song Play/Sequencer mode only; LSB=drum number (0-127); 64=No change",0-127: Decay time
Korg,Pa4x,Drum,Drum Coarse Tune,Controls drum coarse tuning in Song Play/Sequencer mode,,,0,127,24,0-127,0,127,0-based,"Song Play/Sequencer mode only; LSB=drum number (0-127); 64=No change",0-127: Coarse tune
Korg,Pa4x,Drum,Drum Fine Tune,Controls drum fine tuning in Song Play/Sequencer mode,,,0,127,25,0-127,0,127,0-based,"Song Play/Sequencer mode only; LSB=drum number (0-127); 64=No change",0-127: Fine tune
Korg,Pa4x,Drum,Drum Volume,Controls drum volume in Song Play/Sequencer mode,,,0,127,26,0-127,0,127,0-based,"Song Play/Sequencer mode only; LSB=drum number (0-127)",0-127: Volume level
Korg,Pa4x,Drum,Drum Panpot,Controls drum panning in Song Play/Sequencer mode,,,0,127,28,0-127,0,127,0-based,"Song Play/Sequencer mode only; LSB=drum number (0-127); 64=No change",0-127: Pan position
Korg,Pa4x,Drum,Drum Reverb Send,Controls drum reverb send (FX1) in Song Play/Sequencer mode,,,0,127,29,0-127,0,127,0-based,"Song Play/Sequencer mode only; LSB=drum number (0-127); 64=No change",0-127: Reverb send level
Korg,Pa4x,Drum,Drum Modulation Send,Controls drum modulation send (FX2) in Song Play/Sequencer mode,,,0,127,30,0-127,0,127,0-based,"Song Play/Sequencer mode only; LSB=drum number (0-127); 64=No change",0-127: Modulation send level
Korg,Pa4x,SongBook,SongBook Entry,Controls SongBook entry selection in Style/Song Play mode,,,0,99,2,64,0,99,0-based,"Style Play and Song Play mode only",0-99: SongBook entry
